"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch";"Zmierzch.Zycie i Smierc"
"przegryzając";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przeistaczać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przejąć";0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0
"przejście";0;0;1;1;0;2;0;0;0;4;3;0;0;0;0;0;0;0;0;0
"przejść";4;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"przekazać";0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przekazywać";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekąska";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"przekląć";0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przekleństwo";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekładać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekonać";2;1;0;0;0;1;0;2;0;0;1;0;0;0;0;1;0;0;0;0
"przekonanie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przekonywać";0;0;0;0;1;4;0;0;0;0;1;0;0;0;0;0;2;0;0;1
"przekraczać";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przekroczenie";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przemiana";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;4;1;1;1;0
"przemieniać";1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przemienić";0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;2;0;0;0;0
"przeniesieni";0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
"przeniesienie";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeniesiona";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeniesione";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeniesiony";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przenieść";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przenosić";0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0
"przepadać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przepaść";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przepędzić";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przepiękny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"przepłynąć";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przepowiadać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przepowiednia";0;0;0;0;1;3;1;2;0;0;0;0;0;0;0;0;0;0;0;0
"przepracować";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przepraszać";1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
"przeprosić";1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przeprowadzać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przeprowadzić";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przepuścić";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przepytać";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przerazić";2;1;0;0;0;1;2;0;1;1;1;0;0;0;0;1;0;1;0;0
"przerażać";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przerażający";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przerażenie";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przerwa";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przerwać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"przerywać";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesadzać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesłuchać";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przesłuchanie";0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
"przesłuchiwać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przestać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przestawać";0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;1;0
"przestępca";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przestrzegać";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesuwać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeszedł";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeszkadzać";0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przeszkoda";1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeszkodzić";0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeszli";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeszłość";0;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przeszukać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeszukiwać";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przesżłości";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"prześcieradło";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"prześladowanie";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przetransmutować";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przetransmutował";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przetrwać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przewidywalny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przewidzieć";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przewodzić";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"przewóz";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przewracać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przezpelerynyniewidki";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przeżyć";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przeżywać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przjaciele";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przodek";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przybierać";0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
"przybory";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przybrać";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0
"przybrawszy";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przybyć";2;2;0;0;0;1;0;0;0;3;1;0;1;0;1;1;0;0;1;0
"przybyła";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przybyły";0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0
"przybysz";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przybywać";2;3;0;0;0;1;0;3;1;1;1;0;0;0;0;0;0;0;1;0
"przychodzić";0;1;1;1;2;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0
"przyciągać";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
"przyciągnąć";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przyczyna";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyczyniać";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przydać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przydomek";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przydział";0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przydzielić";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przygarnąć";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"przyglądać";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przygoda";0;1;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
"przygotować";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przygotowanie";1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przygotowywać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjaciel";4;5;1;0;2;3;3;0;0;1;1;0;1;0;1;2;0;2;1;0
"przyjaciołom";1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"przyjaciół";2;2;0;0;0;1;2;0;0;1;0;2;1;0;0;0;0;0;0;1
"przyjaciółka";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
"przyjaciółmi";0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
"przyjaźnić";1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjaźń";0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przyjąć";1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przyjechać";0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0
"przyjeżdżać";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjęcie";0;1;0;1;4;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0
"przyjmować";0;0;0;0;1;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"przyjmując";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyjść";1;0;3;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przykład";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przykładać";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przylatywać";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przylecieć";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyległy";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyłączać";0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"przyłączenie";0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"przynajmniej";0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0
"przyniesione";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przynieść";1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przynosić";1;0;2;0;1;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0
"przypadać";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"przypadek";0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
"przypadkiem";0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
"przypadkowy";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przypływ";1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przypominać";3;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0
"przypomnieć";1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
"przyprowadzać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyprowadzić";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"przypuścić";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyrównywać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"przysiadać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przysięga";0;0;0;0;3;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0
"przysłać";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przysłaniać";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"przystępować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przystojny";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"przystosować";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyszłość";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"przyszły";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przytomność";1;0;1;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0
"przytomny";0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"przywiązać";2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"przywiązywać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywieść";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywołujeświstoklik";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywoływać";2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przywódca";0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;0;0
"przywództwo";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"przywrócić";1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"przyznać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"przyznawać";0;0;0;1;0;0;1;1;0;2;1;0;0;0;0;0;0;0;1;1
"przyzwyczaić";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ptak";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"ptasi";0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"ptaszek";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pub";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"publiczny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"puchar";8;1;4;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"puchon";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"puchonami";0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0
"pukać";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pulsować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pułapka";1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"puma";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
"punkt";1;0;4;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"purpurowy";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"push";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;1;1
"pustkowie";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"pusty";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"pustynia";0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
"puszcza";2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0
"puszczać";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"puszek";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"puszka";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"puścić";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"pył";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pyszny";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"pyta";5;2;0;0;2;0;1;1;0;1;2;0;0;0;0;0;0;0;1;1
"pytać";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"pytanie";0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"qudditcha";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"quiddicha";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"quidditcha";2;0;1;3;5;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0
"quidditchem";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"quidditchu";3;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0
"quileute";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
"quilleuci";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"quirella";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"quirellem";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"quirrell";0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"quirrella";0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"quirrellem";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"quirrellowi";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rab";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"racja";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"raczej";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rada";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"radą";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"radosny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"radość";1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
"radzi";7;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"radzić";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raj";0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"rama";1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ramandu";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"ramię";2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"rana";4;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"ranek";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
"rani";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raniąc";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"ranić";0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"ranka";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"ranny";0;0;1;0;0;1;0;1;0;2;2;0;0;0;0;0;0;0;0;0
"rano";0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;1;0
"rany";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0
"raptowny";1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ratować";0;3;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;2;3
"ratunek";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ravenclaw";0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ravenclawu";0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rawtąwte";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"raz";1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1
"razem";4;4;2;0;0;6;1;3;0;0;2;0;1;1;0;1;3;3;0;2
"rdzeń";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"reakcja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"realny";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"recepcja";0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"regenerować";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"regularny";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"regulusie";0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"reimagined";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"reklamować";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"relacja";3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"relacjonować";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"remus";0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"remusa";0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"remusem";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"renée";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"renesmee";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0
"renowacja";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
"reprezentant";8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"restimar";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"restimata";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"reszta";2;0;0;0;1;1;2;0;0;1;0;0;0;0;0;0;1;0;1;2
"revilian";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"reviliana";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
"rezerwat";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
"rezultat";0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
"rezygnacja";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"ręka";5;0;3;1;0;1;3;0;0;1;0;0;2;0;0;0;0;0;2;1
"rękawica";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"ręku";2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
"ricie";1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"riddle";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riddlea";1;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riddleowi";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"riddleów";1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rilian";0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
"riliana";0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
"rita";4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rity";4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"robertsa";2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"robertsowie";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"robić";3;0;1;1;1;2;0;1;0;4;0;0;0;0;0;1;0;0;1;0
"robins";0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"roboty";0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"roczek";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rocznica";0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rod";0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
"rodzaj";0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0
"rodzeństwo";0;0;0;0;0;0;0;0;0;4;12;0;2;0;0;0;0;0;1;0
"rodzic";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"rodzice";2;4;3;0;1;5;2;0;0;0;0;1;0;0;0;0;0;0;1;0
"rodzicielstwo";0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rodzić";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
"rodzina";5;5;6;2;0;2;1;1;0;0;0;0;0;0;1;2;0;1;4;6
"rogacz";0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
"rogerem";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rogogon";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rogogonem";1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"rok";2;0;0;0;1;2;0;1;0;1;1;0;0;0;0;0;0;0;0;0
"romilda";0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
